                  pl_name,               hostname,sy_snum,sy_pnum, pl_orbsmax,pl_rade, pl_bmasse, st_teff, st_rad,     sy_dist
            Kepler-1368 b,            Kepler-1368,      1,      1,    unknown,  1.650,   unknown, 5906.00,   1.08,1635.8200000
            Kepler-1369 b,            Kepler-1369,      1,      1,    unknown,  2.690,   unknown, 5761.00,   0.99,1236.5600000
             Kepler-137 b,             Kepler-137,      1,      2,   0.077000,  1.470,   unknown, 5187.00,   0.80, 302.9790000
             Kepler-137 c,             Kepler-137,      1,      2,   0.130000,  1.880,   unknown, 5187.00,   0.80, 302.9790000
            Kepler-1370 b,            Kepler-1370,      1,      2,    unknown,  1.840,   unknown, 6202.00,   1.29,1004.1000000
            Kepler-1370 c,            Kepler-1370,      1,      2,    unknown,  1.270,   unknown, 6202.00,   1.29,1004.1000000
            Kepler-1371 b,            Kepler-1371,      1,      2,    unknown,  0.730,   unknown, 5361.00,   0.83, 515.3340000
            Kepler-1371 c,            Kepler-1371,      1,      2,    unknown,  0.640,   unknown, 5361.00,   0.83, 515.3340000
            Kepler-1372 b,            Kepler-1372,      1,      1,    unknown,  1.270,   unknown, 5677.00,   0.97,1303.2200000
            Kepler-1373 b,            Kepler-1373,      1,      1,    unknown,  1.160,   unknown, 6299.00,   1.33,1699.4600000
            Kepler-1374 b,            Kepler-1374,      1,      1,    unknown,  2.290,   unknown, 5323.00,   0.81,1078.4600000
            Kepler-1375 b,            Kepler-1375,      1,      1,    unknown,  1.740,   unknown, 6704.00,   1.78,1430.8400000
            Kepler-1376 b,            Kepler-1376,      1,      1,    unknown,  1.050,   unknown, 5659.00,   0.97, 868.0560000
            Kepler-1377 b,            Kepler-1377,      1,      1,    unknown,  1.250,   unknown, 5218.00,   0.82,1146.1000000
            Kepler-1378 b,            Kepler-1378,      1,      1,    unknown,  2.200,   unknown, 4407.00,   0.67, 506.4340000
            Kepler-1379 b,            Kepler-1379,      1,      1,    unknown,  1.300,   unknown, 5188.00,   0.79, 971.3250000
            Kepler-1380 b,            Kepler-1380,      1,      1,    unknown,  1.430,   unknown, 5570.00,   0.94,2462.9400000
            Kepler-1381 b,            Kepler-1381,      1,      1,    unknown,  2.250,   unknown, 5747.00,   0.94,1197.0400000
            Kepler-1382 b,            Kepler-1382,      1,      1,    unknown,  1.880,   unknown, 6161.00,   1.72, 738.2610000
            Kepler-1383 b,            Kepler-1383,      1,      1,    unknown,  1.410,   unknown, 6370.00,   1.44,1027.2100000
            Kepler-1384 b,            Kepler-1384,      1,      1,    unknown,  1.940,   unknown, 4919.00,   0.74,     unknown
            Kepler-1385 b,            Kepler-1385,      1,      1,    unknown,  0.850,   unknown, 5732.00,   1.29, 688.7950000
            Kepler-1386 b,            Kepler-1386,      1,      1,    unknown,  1.240,   unknown, 5733.00,   1.03, 835.8820000
            Kepler-1387 b,            Kepler-1387,      1,      1,    unknown,  0.930,   unknown, 5046.00,   0.77, 455.3580000
            Kepler-1388 b,            Kepler-1388,      1,      4,    unknown,  2.590,   unknown, 4098.00,   0.61, 453.7950000
            Kepler-1388 c,            Kepler-1388,      1,      4,    unknown,  2.260,   unknown, 4098.00,   0.61, 453.7950000
            Kepler-1388 d,            Kepler-1388,      1,      4,    unknown,  2.860,   unknown, 4098.00,   0.61, 453.7950000
            Kepler-1388 e,            Kepler-1388,      1,      4,    unknown,  2.460,   unknown, 4098.00,   0.61, 453.7950000
            Kepler-1389 b,            Kepler-1389,      1,      1,    unknown,  1.770,   unknown, 5078.00,   0.74, 497.0930000
             Kepler-139 b,             Kepler-139,      1,      2,   0.127000,  2.940,   unknown, 5594.00,   1.30, 391.0380000
             Kepler-139 c,             Kepler-139,      1,      2,   0.586000,  3.380,   unknown, 5594.00,   1.30, 391.0380000
            Kepler-1390 b,            Kepler-1390,      1,      1,    unknown,  1.180,   unknown, 5753.00,   0.98, 723.4310000
            Kepler-1391 b,            Kepler-1391,      1,      1,    unknown,  1.680,   unknown, 5840.00,   1.10,1038.3500000
            Kepler-1392 b,            Kepler-1392,      1,      1,    unknown,  1.960,   unknown, 5479.00,   0.85,     unknown
            Kepler-1393 b,            Kepler-1393,      1,      1,    unknown,  0.800,   unknown, 5697.00,   0.92, 544.4560000
            Kepler-1394 b,            Kepler-1394,      1,      1,    unknown,  1.390,   unknown, 6481.00,   2.55, 640.4090000
            Kepler-1395 b,            Kepler-1395,      1,      1,    unknown,  0.800,   unknown, 6138.00,   1.23, 492.8940000
            Kepler-1396 b,            Kepler-1396,      1,      1,    unknown,  2.070,   unknown, 6195.00,   1.27,1066.4600000
            Kepler-1397 b,            Kepler-1397,      1,      1,    unknown,  1.720,   unknown, 6026.00,   1.12,1198.2500000
            Kepler-1398 b,            Kepler-1398,      1,      2,    unknown,  0.900,   unknown, 6126.00,   1.18, 852.2040000
            Kepler-1398 c,            Kepler-1398,      1,      2,    unknown,  1.030,   unknown, 6126.00,   1.18, 852.2040000
            Kepler-1399 b,            Kepler-1399,      1,      1,    unknown,  1.250,   unknown, 5735.00,   0.96,1385.7000000
              Kepler-14 b,              Kepler-14,      2,      1,    unknown, 12.733,2669.66000, 6395.00,   2.05,     unknown
             Kepler-140 b,             Kepler-140,      1,      2,   0.045000,  1.610,   unknown, 6077.00,   1.29, 583.8590000
             Kepler-140 c,             Kepler-140,      1,      2,   0.414000,  1.800,   unknown, 6077.00,   1.29, 583.8590000
            Kepler-1400 b,            Kepler-1400,      1,      1,    unknown,  1.620,   unknown, 5044.00,   0.78, 752.2370000
            Kepler-1401 b,            Kepler-1401,      1,      1,    unknown,  1.680,   unknown, 5964.00,   1.10,1425.4300000
            Kepler-1402 b,            Kepler-1402,      1,      1,    unknown,  0.760,   unknown, 5416.00,   0.87,1493.6400000
            Kepler-1403 b,            Kepler-1403,      1,      1,    unknown,  2.140,   unknown, 6060.00,   1.15,2163.9000000
            Kepler-1404 b,            Kepler-1404,      1,      1,    unknown,  2.010,   unknown, 5261.00,   0.80, 962.1830000
            Kepler-1405 b,            Kepler-1405,      1,      1,    unknown,  3.960,   unknown, 5925.00,   1.07,1530.3000000
            Kepler-1406 b,            Kepler-1406,      1,      1,    unknown,  1.100,   unknown, 5892.00,   1.12, 572.4030000
            Kepler-1407 b,            Kepler-1407,      1,      1,    unknown,  2.250,   unknown, 6010.00,   1.15,1396.4100000
            Kepler-1408 b,            Kepler-1408,      1,      1,    unknown,  0.890,   unknown, 6170.00,   1.35, 535.0480000
            Kepler-1409 b,            Kepler-1409,      1,      1,    unknown,  1.040,   unknown, 5160.00,   0.79, 694.8900000
             Kepler-141 b,             Kepler-141,      1,      2,   0.039000,  0.690,   unknown, 4910.00,   0.79, 301.1830000
             Kepler-141 c,             Kepler-141,      1,      2,   0.067000,  1.410,   unknown, 4910.00,   0.79, 301.1830000
            Kepler-1410 b,            Kepler-1410,      1,      1,    unknown,  1.780,   unknown, 4092.00,   0.60,     unknown
            Kepler-1411 b,            Kepler-1411,      1,      1,    unknown,  2.820,   unknown, 5664.00,   0.92,1660.4800000
            Kepler-1412 b,            Kepler-1412,      1,      1,    unknown,  0.830,   unknown, 5880.00,   1.27, 755.6780000
            Kepler-1413 b,            Kepler-1413,      1,      1,    unknown,  1.820,   unknown, 5196.00,   0.80,1167.4900000
            Kepler-1414 b,            Kepler-1414,      1,      1,    unknown,  1.230,   unknown, 4951.00,   0.75, 570.8350000
            Kepler-1415 b,            Kepler-1415,      1,      1,    unknown,  1.290,   unknown, 5267.00,   0.84,1043.5600000
            Kepler-1416 b,            Kepler-1416,      1,      1,    unknown,  0.880,   unknown, 6019.00,   1.15, 949.5900000
            Kepler-1417 b,            Kepler-1417,      1,      1,    unknown,  1.000,   unknown, 5839.00,   1.02, 991.8450000
            Kepler-1418 b,            Kepler-1418,      1,      1,    unknown,  1.660,   unknown, 4770.00,   0.72,     unknown
            Kepler-1419 b,            Kepler-1419,      1,      1,    unknown,  2.860,   unknown, 5796.00,   1.01,1498.5800000
             Kepler-142 b,             Kepler-142,      1,      3,   0.032000,  1.990,   unknown, 5790.00,   1.27, 548.6860000
             Kepler-142 c,             Kepler-142,      1,      3,   0.057000,  2.860,   unknown, 5790.00,   1.27, 548.6860000
             Kepler-142 d,             Kepler-142,      1,      3,   0.242000,  2.160,   unknown, 5790.00,   1.27, 548.6860000
            Kepler-1420 b,            Kepler-1420,      1,      1,    unknown,  1.280,   unknown, 5187.00,   0.79,1054.3700000
            Kepler-1421 b,            Kepler-1421,      1,      1,    unknown,  0.930,   unknown, 6335.00,   1.42, 783.4010000
            Kepler-1422 b,            Kepler-1422,      1,      1,    unknown,  2.020,   unknown, 6194.00,   1.23,2465.8400000
            Kepler-1423 b,            Kepler-1423,      1,      1,    unknown,  1.060,   unknown, 4939.00,   0.75,     unknown
            Kepler-1424 b,            Kepler-1424,      1,      1,    unknown,  1.160,   unknown, 5838.00,   1.07, 661.4210000
            Kepler-1425 b,            Kepler-1425,      1,      1,    unknown,  0.940,   unknown, 5718.00,   0.95, 863.8730000
            Kepler-1426 b,            Kepler-1426,      1,      1,    unknown,  1.560,   unknown, 5831.00,   1.02,1697.8100000
            Kepler-1427 b,            Kepler-1427,      1,      1,    unknown,  1.100,   unknown, 5793.00,   1.01,     unknown
            Kepler-1428 b,            Kepler-1428,      1,      1,    unknown,  1.640,   unknown, 6184.00,   1.36,1530.3200000
            Kepler-1429 b,            Kepler-1429,      1,      1,    unknown,  1.290,   unknown, 5902.00,   1.07,1214.0900000
             Kepler-143 b,             Kepler-143,      1,      2,   0.127000,  2.410,   unknown, 5848.00,   1.36, 809.4670000
             Kepler-143 c,             Kepler-143,      1,      2,   0.181000,  3.370,   unknown, 5848.00,   1.36, 809.4670000
            Kepler-1430 b,            Kepler-1430,      1,      1,    unknown,  1.180,   unknown, 4796.00,   0.72, 875.5230000
            Kepler-1431 b,            Kepler-1431,      1,      1,    unknown,  1.470,   unknown, 5806.00,   1.03,1623.2400000
            Kepler-1432 b,            Kepler-1432,      1,      1,    unknown,  2.220,   unknown, 6031.00,   1.13,2171.8700000
            Kepler-1433 b,            Kepler-1433,      1,      1,    unknown,  1.560,   unknown, 6097.00,   1.19,     unknown
            Kepler-1434 b,            Kepler-1434,      1,      1,    unknown,  1.110,   unknown, 6291.00,   2.04, 775.5290000
            Kepler-1435 b,            Kepler-1435,      1,      1,    unknown,  0.860,   unknown, 6356.00,   1.32, 704.2110000
            Kepler-1436 b,            Kepler-1436,      1,      1,    unknown,  1.310,   unknown, 5972.00,   1.09,2530.6200000
            Kepler-1437 b,            Kepler-1437,      1,      1,    unknown,  1.370,   unknown, 5557.00,   0.90,2101.6900000
            Kepler-1438 b,            Kepler-1438,      1,      1,    unknown,  0.940,   unknown, 5530.00,   0.96,1154.1300000
             Kepler-144 b,             Kepler-144,      1,      2,   0.066000,  1.330,   unknown, 6075.00,   1.24, 384.9170000
             Kepler-144 c,             Kepler-144,      1,      2,   0.094000,  1.350,   unknown, 6075.00,   1.24, 384.9170000
            Kepler-1440 b,            Kepler-1440,      1,      1,    unknown,  1.260,   unknown, 5698.00,   0.96,1115.3500000
            Kepler-1441 b,            Kepler-1441,      1,      1,    unknown,  1.310,   unknown, 5802.00,   1.00,1110.4800000
            Kepler-1442 b,            Kepler-1442,      1,      1,    unknown,  3.930,   unknown, 6394.00,   1.44, 608.6800000
            Kepler-1443 b,            Kepler-1443,      1,      1,    unknown,  0.970,   unknown, 6289.00,   1.27, 593.6460000
            Kepler-1444 b,            Kepler-1444,      1,      1,    unknown,  2.180,   unknown, 5810.00,   1.05, 319.6750000
            Kepler-1445 b,            Kepler-1445,      1,      1,    unknown,  0.960,   unknown, 6150.00,   1.26, 506.3570000
            Kepler-1446 b,            Kepler-1446,      1,      1,    unknown,  0.820,   unknown, 4865.00,   0.75, 152.0750000
            Kepler-1447 b,            Kepler-1447,      1,      1,    unknown,  2.900,   unknown, 5722.00,   0.95, 890.2960000
            Kepler-1448 b,            Kepler-1448,      1,      1,    unknown,  1.610,   unknown, 5774.00,   0.93, 768.9030000
            Kepler-1449 b,            Kepler-1449,      1,      1,    unknown,  1.680,   unknown, 5979.00,   1.10,2006.4800000
            Kepler-1450 b,            Kepler-1450,      1,      1,    unknown,  1.710,   unknown, 4524.00,   0.68, 505.8290000
            Kepler-1451 b,            Kepler-1451,      1,      1,    unknown,  3.350,   unknown, 5782.00,   0.99,1058.7200000
            Kepler-1452 b,            Kepler-1452,      1,      1,    unknown,  2.700,   unknown, 6101.00,   2.06, 996.3200000
            Kepler-1453 b,            Kepler-1453,      1,      1,    unknown,  2.670,   unknown, 5665.00,   0.94,1196.0400000
            Kepler-1454 b,            Kepler-1454,      1,      1,    unknown,  1.880,   unknown, 5448.00,   0.86, 780.5660000
            Kepler-1455 b,            Kepler-1455,      1,      1,    unknown,  2.160,   unknown, 4075.00,   0.60, 357.6210000
            Kepler-1456 b,            Kepler-1456,      1,      1,    unknown,  1.140,   unknown, 4231.00,   0.62, 370.3120000
            Kepler-1457 b,            Kepler-1457,      1,      1,    unknown,  1.990,   unknown, 5866.00,   1.01, 889.8850000
            Kepler-1458 b,            Kepler-1458,      1,      1,    unknown,  2.760,   unknown, 5653.00,   0.94, 544.4500000
            Kepler-1459 b,            Kepler-1459,      1,      1,    unknown,  1.360,   unknown, 4828.00,   0.74, 455.4790000
             Kepler-146 b,             Kepler-146,      1,      2,   0.200000,  3.710,   unknown, 5948.00,   1.21, 716.7970000
             Kepler-146 c,             Kepler-146,      1,      2,   0.364000,  3.130,   unknown, 5948.00,   1.21, 716.7970000
            Kepler-1460 b,            Kepler-1460,      1,      1,    unknown,  1.960,   unknown, 4422.00,   0.67, 553.2180000
            Kepler-1461 b,            Kepler-1461,      1,      1,    unknown,  2.030,   unknown, 4919.00,   0.74, 679.1060000
            Kepler-1462 b,            Kepler-1462,      1,      1,    unknown,  3.820,   unknown, 5756.00,   1.00,1017.8200000
            Kepler-1463 b,            Kepler-1463,      1,      1,    unknown,  1.860,   unknown, 5679.00,   0.95,1687.4700000
            Kepler-1464 b,            Kepler-1464,      1,      2,    unknown,  1.660,   unknown, 5828.00,   1.01,1151.7300000
            Kepler-1464 c,            Kepler-1464,      1,      2,    unknown,  1.000,   unknown, 5828.00,   1.01,1151.7300000
            Kepler-1465 b,            Kepler-1465,      1,      1,    unknown,  1.770,   unknown, 4726.00,   0.71, 359.4970000
            Kepler-1466 b,            Kepler-1466,      1,      1,    unknown,  1.550,   unknown, 5884.00,   1.02, 631.9490000
            Kepler-1467 b,            Kepler-1467,      1,      1,    unknown,  3.300,   unknown, 5332.00,   0.82, 852.8880000
            Kepler-1468 b,            Kepler-1468,      1,      3,    unknown,  1.730,   unknown, 5893.00,   1.05,1899.2400000
            Kepler-1468 c,            Kepler-1468,      1,      3,    unknown,  1.150,   unknown, 5893.00,   1.05,1899.2400000
            Kepler-1468 d,            Kepler-1468,      1,      3,    unknown,  3.332,   unknown, 5794.00,   1.50,1899.2400000
            Kepler-1469 b,            Kepler-1469,      1,      1,    unknown,  2.800,   unknown, 5507.00,   0.89,1159.3000000
             Kepler-147 b,             Kepler-147,      1,      2,   0.113000,  1.530,   unknown, 6012.00,   1.47,1042.0200000
             Kepler-147 c,             Kepler-147,      1,      2,   0.216000,  2.430,   unknown, 6012.00,   1.47,1042.0200000
            Kepler-1470 b,            Kepler-1470,      1,      1,    unknown,  1.070,   unknown, 4961.00,   0.76, 590.6010000
            Kepler-1471 b,            Kepler-1471,      1,      1,    unknown,  1.410,   unknown, 5660.00,   0.93, 978.6780000
            Kepler-1472 b,            Kepler-1472,      1,      1,    unknown,  1.900,   unknown, 6159.00,   1.25,1479.1400000
            Kepler-1473 b,            Kepler-1473,      1,      1,    unknown,  1.190,   unknown, 6046.00,   1.09, 652.2530000
            Kepler-1474 b,            Kepler-1474,      1,      1,    unknown,  2.160,   unknown, 5870.00,   1.04,1180.9000000
            Kepler-1475 b,            Kepler-1475,      1,      1,    unknown,  2.920,   unknown, 6214.00,   1.28,1568.3800000
            Kepler-1476 b,            Kepler-1476,      1,      1,    unknown,  1.670,   unknown, 5663.00,   0.96,1002.7400000
            Kepler-1477 b,            Kepler-1477,      1,      1,    unknown,  1.180,   unknown, 5100.00,   0.78, 680.8280000
            Kepler-1478 b,            Kepler-1478,      1,      1,    unknown,  1.730,   unknown, 5904.00,   1.06,1845.5800000
            Kepler-1479 b,            Kepler-1479,      1,      1,    unknown,  1.830,   unknown, 5796.00,   0.98, 728.6680000
             Kepler-148 b,             Kepler-148,      1,      3,   0.028000,  1.800,   unknown, 5272.00,   0.85, 791.1630000
             Kepler-148 c,             Kepler-148,      1,      3,   0.050000,  3.600,   unknown, 5272.00,   0.85, 791.1630000
             Kepler-148 d,             Kepler-148,      1,      3,    unknown,  8.680,   unknown, 5172.00,   0.81, 791.1630000
            Kepler-1480 b,            Kepler-1480,      2,      1,    unknown,  1.670,   unknown, 5156.00,   0.81, 500.8920000
            Kepler-1481 b,            Kepler-1481,      1,      1,    unknown,  1.230,   unknown, 4908.00,   0.75, 459.0760000
            Kepler-1482 b,            Kepler-1482,      1,      1,    unknown,  1.010,   unknown, 5381.00,   0.84, 567.5560000
            Kepler-1483 b,            Kepler-1483,      1,      1,    unknown,  1.520,   unknown, 6337.00,   1.40,1273.7800000
            Kepler-1484 b,            Kepler-1484,      1,      1,    unknown,  2.110,   unknown, 5730.00,   0.92,2879.8300000
            Kepler-1485 b,            Kepler-1485,      1,      1,    unknown,  1.470,   unknown, 6087.00,   1.12, 615.6600000
            Kepler-1486 b,            Kepler-1486,      1,      1,    unknown,  2.320,   unknown, 5965.00,   1.12,1769.1400000
            Kepler-1487 b,            Kepler-1487,      1,      1,    unknown,  2.130,   unknown, 6541.00,   1.63,1014.6200000
            Kepler-1488 b,            Kepler-1488,      1,      2,    unknown,  1.860,   unknown, 5820.00,   1.31, 905.8250000
            Kepler-1488 c,            Kepler-1488,      1,      2,    unknown,  1.652,   unknown, 5710.00,   1.52, 905.8250000
            Kepler-1489 b,            Kepler-1489,      1,      1,    unknown,  1.770,   unknown, 5655.00,   0.90,1283.0500000
             Kepler-149 b,             Kepler-149,      1,      3,   0.184000,  4.210,   unknown, 5381.00,   0.95, 571.0340000
             Kepler-149 c,             Kepler-149,      1,      3,   0.281000,  1.610,   unknown, 5381.00,   0.95, 571.0340000
             Kepler-149 d,             Kepler-149,      1,      3,   0.571000,  3.960,   unknown, 5381.00,   0.95, 571.0340000
            Kepler-1490 b,            Kepler-1490,      1,      1,    unknown,  3.040,   unknown, 5515.00,   0.87, 862.9200000
            Kepler-1491 b,            Kepler-1491,      1,      1,    unknown,  1.510,   unknown, 5728.00,   0.99,2065.5900000
            Kepler-1492 b,            Kepler-1492,      1,      1,    unknown,  1.490,   unknown, 4712.00,   0.72, 331.5530000
            Kepler-1493 b,            Kepler-1493,      1,      1,    unknown,  1.410,   unknown, 5863.00,   1.29, 555.0510000
            Kepler-1494 b,            Kepler-1494,      1,      1,    unknown,  3.070,   unknown, 5659.00,   0.94,1285.4800000
            Kepler-1495 b,            Kepler-1495,      1,      1,    unknown,  2.940,   unknown, 5831.00,   1.04,1355.5400000
            Kepler-1496 b,            Kepler-1496,      1,      1,    unknown,  2.220,   unknown, 6182.00,   1.27,1307.6600000
            Kepler-1497 b,            Kepler-1497,      1,      1,    unknown,  1.660,   unknown, 5675.00,   0.95,     unknown
            Kepler-1498 b,            Kepler-1498,      1,      1,    unknown,  1.330,   unknown, 5256.00,   0.81,     unknown
            Kepler-1499 b,            Kepler-1499,      1,      1,    unknown,  1.190,   unknown, 5097.00,   0.78, 309.8690000
              Kepler-15 b,              Kepler-15,      1,      1,   0.057140, 10.760, 209.76000, 5515.00,   0.99, 739.4120000
             Kepler-150 b,             Kepler-150,      1,      5,   0.044000,  1.250,   unknown, 5560.00,   0.94, 891.0920000
             Kepler-150 c,             Kepler-150,      1,      5,   0.073000,  3.690,   unknown, 5560.00,   0.94, 891.0920000
             Kepler-150 d,             Kepler-150,      1,      5,   0.104000,  2.790,   unknown, 5560.00,   0.94, 891.0920000
             Kepler-150 e,             Kepler-150,      1,      5,   0.189000,  3.120,   unknown, 5560.00,   0.94, 891.0920000
             Kepler-150 f,             Kepler-150,      1,      5,   1.240000,  3.640,   unknown, 5528.00,   0.91, 891.0920000
            Kepler-1500 b,            Kepler-1500,      1,      1,    unknown,  1.200,   unknown, 5845.00,   1.00,1217.8200000
            Kepler-1501 b,            Kepler-1501,      1,      1,    unknown,  1.560,   unknown, 6229.00,   1.30, 749.0600000
            Kepler-1502 b,            Kepler-1502,      1,      1,    unknown,  3.180,   unknown, 6666.00,   1.72,1514.0200000
            Kepler-1503 b,            Kepler-1503,      1,      1,    unknown,  2.270,   unknown, 5069.00,   0.74,1225.5700000
            Kepler-1504 b,            Kepler-1504,      1,      1,    unknown,  2.130,   unknown, 5393.00,   0.81,2435.9400000
            Kepler-1505 b,            Kepler-1505,      1,      1,    unknown,  0.930,   unknown, 5686.00,   0.86, 495.1480000
            Kepler-1506 b,            Kepler-1506,      1,      1,    unknown,  1.320,   unknown, 5676.00,   0.93,2366.0200000
            Kepler-1507 b,            Kepler-1507,      1,      1,    unknown,  0.840,   unknown, 5410.00,   0.85, 320.4780000
            Kepler-1508 b,            Kepler-1508,      1,      1,    unknown,  1.330,   unknown, 6158.00,   1.22,1260.2800000
            Kepler-1509 b,            Kepler-1509,      1,      1,    unknown,  1.850,   unknown, 5780.00,   0.99,2002.9600000
             Kepler-151 b,             Kepler-151,      1,      2,   0.116000,  3.060,   unknown, 5460.00,   0.83, 649.9190000
             Kepler-151 c,             Kepler-151,      1,      2,   0.160000,  2.090,   unknown, 5460.00,   0.83, 649.9190000
            Kepler-1510 b,            Kepler-1510,      1,      1,    unknown,  3.360,   unknown, 6200.00,   1.28,1696.2500000
            Kepler-1511 b,            Kepler-1511,      1,      1,    unknown,  1.680,   unknown, 6064.00,   1.29,1475.6000000
            Kepler-1512 b,            Kepler-1512,      1,      1,    unknown,  1.180,   unknown, 4372.00,   0.67,     unknown
            Kepler-1513 b,            Kepler-1513,      1,      1,    unknown,  8.460,   unknown, 5617.00,   0.97, 349.2470000
            Kepler-1514 b,            Kepler-1514,      1,      2,   0.753000, 12.420,1678.14240, 6145.00,   1.29, 397.2920000
            Kepler-1514 c,            Kepler-1514,      1,      2,   0.099700,  1.176,   unknown, 6145.00,   1.29, 397.2920000
            Kepler-1515 b,            Kepler-1515,      1,      1,    unknown,  9.550,   unknown, 6511.00,   1.41, 539.3210000
            Kepler-1516 b,            Kepler-1516,      1,      1,    unknown,  1.750,   unknown, 5904.00,   1.07,1358.9500000
            Kepler-1518 b,            Kepler-1518,      1,      1,    unknown,  3.050,   unknown, 6846.00,   1.88, 903.5100000
            Kepler-1519 b,            Kepler-1519,      1,      1,    unknown,  7.060,   unknown, 5644.00,   0.91,1441.6300000
             Kepler-152 b,             Kepler-152,      1,      2,   0.124000,  2.790,   unknown, 5088.00,   0.72, 441.0900000
             Kepler-152 c,             Kepler-152,      1,      2,   0.356000,  2.390,   unknown, 5088.00,   0.72, 441.0900000
            Kepler-1520 b,            Kepler-1520,      1,      1,    unknown,  5.770,   unknown, 4677.00,   0.71, 607.9170000
            Kepler-1521 b,            Kepler-1521,      1,      1,    unknown,  2.500,   unknown, 5042.00,   0.76, 206.9830000
            Kepler-1522 b,            Kepler-1522,      1,      1,    unknown,  1.730,   unknown, 5706.00,   0.93, 814.1250000
            Kepler-1523 b,            Kepler-1523,      1,      1,    unknown,  1.580,   unknown, 5708.00,   0.96, 865.5960000
            Kepler-1524 b,            Kepler-1524,      1,      1,    unknown,  3.540,   unknown, 6179.00,   1.25, 381.7730000
            Kepler-1525 b,            Kepler-1525,      1,      1,    unknown,  0.910,   unknown, 5748.00,   1.04, 382.9890000
            Kepler-1526 b,            Kepler-1526,      1,      1,    unknown,  2.430,   unknown, 4601.00,   0.69, 555.5740000
            Kepler-1527 b,            Kepler-1527,      1,      1,    unknown,  4.770,   unknown, 6224.00,   1.32,1842.1300000
            Kepler-1528 b,            Kepler-1528,      1,      1,    unknown,  1.460,   unknown, 5857.00,   1.03, 817.5340000
            Kepler-1529 b,            Kepler-1529,      1,      1,    unknown,  2.100,   unknown, 5048.00,   0.77, 661.0140000
             Kepler-153 b,             Kepler-153,      1,      2,   0.129000,  2.920,   unknown, 5404.00,   0.89, 459.3680000
             Kepler-153 c,             Kepler-153,      1,      2,   0.237000,  2.530,   unknown, 5404.00,   0.89, 459.3680000
            Kepler-1530 b,            Kepler-1530,      1,      3,    unknown,  1.640,   unknown, 5477.00,   0.88, 489.8760000
            Kepler-1530 c,            Kepler-1530,      1,      3,    unknown,  1.650,   unknown, 5477.00,   0.88, 489.8760000
            Kepler-1530 d,            Kepler-1530,      1,      3,    unknown,  3.279,   unknown, 5678.00,   1.30, 489.8760000
            Kepler-1531 b,            Kepler-1531,      1,      1,    unknown,  1.110,   unknown, 6260.00,   1.27, 666.3340000
            Kepler-1532 b,            Kepler-1532,      1,      1,    unknown,  1.350,   unknown, 5559.00,   0.88, 798.2460000
            Kepler-1533 b,            Kepler-1533,      1,      1,    unknown,  3.460,   unknown, 6431.00,   1.51, 966.8010000
            Kepler-1534 b,            Kepler-1534,      1,      1,    unknown,  1.890,   unknown, 5442.00,   0.86,     unknown
            Kepler-1535 b,            Kepler-1535,      1,      1,    unknown,  2.550,   unknown, 6021.00,   1.11, 897.7330000
            Kepler-1536 b,            Kepler-1536,      1,      1,    unknown,  3.140,   unknown, 4434.00,   0.67, 387.2480000
            Kepler-1537 b,            Kepler-1537,      1,      1,    unknown,  1.180,   unknown, 5079.00,   0.77, 517.2920000
            Kepler-1538 b,            Kepler-1538,      1,      1,    unknown,  2.820,   unknown, 5837.00,   1.03,1125.3000000
            Kepler-1539 b,            Kepler-1539,      1,      1,    unknown,  2.700,   unknown, 5176.00,   0.80, 748.3260000
             Kepler-154 b,             Kepler-154,      1,      5,   0.198000,  2.260,   unknown, 5690.00,   1.00, 915.2120000
             Kepler-154 c,             Kepler-154,      1,      5,   0.303000,  2.950,   unknown, 5690.00,   1.00, 915.2120000
             Kepler-154 d,             Kepler-154,      1,      5,    unknown,  3.840,   unknown, 5769.00,   0.98, 915.2120000
             Kepler-154 e,             Kepler-154,      1,      5,    unknown,  1.500,   unknown, 5769.00,   0.98, 915.2120000
             Kepler-154 f,             Kepler-154,      1,      5,    unknown,  1.500,   unknown, 5769.00,   0.98, 915.2120000
            Kepler-1540 b,            Kepler-1540,      2,      1,    unknown,  2.490,   unknown, 4540.00,   0.69, 244.9600000
            Kepler-1541 b,            Kepler-1541,      1,      1,    unknown,  1.160,   unknown, 5282.00,   0.81, 416.6920000
            Kepler-1542 b,            Kepler-1542,      1,      4,    unknown,  0.760,   unknown, 5564.00,   0.99, 399.1140000
            Kepler-1542 c,            Kepler-1542,      1,      4,    unknown,  0.650,   unknown, 5564.00,   0.99, 399.1140000
            Kepler-1542 d,            Kepler-1542,      1,      4,    unknown,  0.870,   unknown, 5564.00,   0.99, 399.1140000
            Kepler-1542 e,            Kepler-1542,      1,      4,    unknown,  0.760,   unknown, 5564.00,   0.99, 399.1140000
            Kepler-1543 b,            Kepler-1543,      1,      1,    unknown,  2.710,   unknown, 6561.00,   1.65, 921.7840000
            Kepler-1544 b,            Kepler-1544,      1,      1,    unknown,  1.780,   unknown, 4886.00,   0.74, 335.0900000
            Kepler-1545 b,            Kepler-1545,      1,      1,    unknown,  2.700,   unknown, 5201.00,   0.80, 729.9640000
            Kepler-1546 b,            Kepler-1546,      1,      1,    unknown,  3.130,   unknown, 5623.00,   0.93, 931.9560000
            Kepler-1547 b,            Kepler-1547,      1,      1,    unknown,  0.900,   unknown, 6078.00,   1.18, 674.6950000
